colour	x	y	group	showSelected	clickSelects
#F8766D	0.601010101010101	0.0490846859928434	1	Bomi	Bomi
#F8766D	0.611642743221691	0.0490846859928434	1	Bomi	Bomi
#F8766D	0.616959064327485	0.0490846859928434	1	Bomi	Bomi
#F8766D	0.627591706539075	0.0490846859928434	1	Bomi	Bomi
#F8766D	0.638224348750665	0.0490846859928434	1	Bomi	Bomi
#F8766D	0.648856990962254	0.0490846859928434	1	Bomi	Bomi
#F8766D	0.728601807549176	0.0812373593320541	1	Bomi	Bomi
#F8766D	0.733918128654971	0.084348908364881	1	Bomi	Bomi
#F8766D	0.739234449760766	0.084348908364881	1	Bomi	Bomi
#F8766D	0.74455077086656	0.084348908364881	1	Bomi	Bomi
#F8766D	0.760499734183945	0.0765700357828139	1	Bomi	Bomi
#F8766D	0.76581605528974	0.0776072187937561	1	Bomi	Bomi
#F8766D	0.771132376395534	0.077088627288285	1	Bomi	Bomi
#F8766D	0.776448697501329	0.077088627288285	1	Bomi	Bomi
#F8766D	0.787081339712919	0.077088627288285	1	Bomi	Bomi
#F8766D	0.797713981924508	0.0672353886843333	1	Bomi	Bomi
#F8766D	0.818979266347687	0.0796815848156407	1	Bomi	Bomi
#F8766D	0.850877192982456	0.0890162319141212	1	Bomi	Bomi
#F8766D	0.856193514088251	0.0890162319141212	1	Bomi	Bomi
#F8766D	0.87745879851143	0.0890162319141212	1	Bomi	Bomi
#F8766D	0.882775119617225	0.0890162319141212	1	Bomi	Bomi
#F8766D	0.88809144072302	0.0890162319141212	1	Bomi	Bomi
#F8766D	0.898724082934609	0.0890162319141212	1	Bomi	Bomi
#F8766D	0.904040404040404	0.0890162319141212	1	Bomi	Bomi
#F8766D	0.914673046251994	0.0890162319141212	1	Bomi	Bomi
#F8766D	0.919989367357788	0.0890162319141212	1	Bomi	Bomi
#F8766D	0.925305688463583	0.0890162319141212	1	Bomi	Bomi
#F8766D	0.930622009569378	0.0890162319141212	1	Bomi	Bomi
#F8766D	0.935938330675173	0.0890162319141212	1	Bomi	Bomi
#F8766D	0.941254651780968	0.0890162319141212	1	Bomi	Bomi
#F8766D	0.946570972886762	0.0890162319141212	1	Bomi	Bomi
#F8766D	0.951887293992557	0.0884976404086501	1	Bomi	Bomi
#E58700	0.11190855927698	0.0454545454545455	2	Bong	Bong
#E58700	0.117224880382775	0.0454545454545455	2	Bong	Bong
#E58700	0.127857522594365	0.0454545454545455	2	Bong	Bong
#E58700	0.133173843700159	0.0454545454545455	2	Bong	Bong
#E58700	0.138490164805954	0.0454545454545455	2	Bong	Bong
#E58700	0.159755449229133	0.0454545454545455	2	Bong	Bong
#E58700	0.165071770334928	0.0454545454545455	2	Bong	Bong
#E58700	0.175704412546518	0.0454545454545455	2	Bong	Bong
#E58700	0.191653375863902	0.0454545454545455	2	Bong	Bong
#E58700	0.212918660287081	0.0454545454545455	2	Bong	Bong
#E58700	0.228867623604466	0.0506404605092569	2	Bong	Bong
#E58700	0.250132908027645	0.0516776435201991	2	Bong	Bong
#E58700	0.260765550239234	0.0537520095420837	2	Bong	Bong
#E58700	0.297979797979798	0.0594565161022662	2	Bong	Bong
#E58700	0.308612440191388	0.0625680651350931	2	Bong	Bong
#E58700	0.351143009037746	0.0667167971788622	2	Bong	Bong
#E58700	0.36709197235513	0.0682725716952756	2	Bong	Bong
#E58700	0.37772461456672	0.0693097547062179	2	Bong	Bong
#E58700	0.383040935672515	0.0724213037390447	2	Bong	Bong
#E58700	0.393673577884104	0.077088627288285	2	Bong	Bong
#E58700	0.420255183413078	0.0827931338484676	2	Bong	Bong
#E58700	0.436204146730463	0.0859046828812944	2	Bong	Bong
#E58700	0.457469431153642	0.0874604573977078	2	Bong	Bong
#E58700	0.462785752259436	0.0884976404086501	2	Bong	Bong
#E58700	0.468102073365231	0.0895348234195924	2	Bong	Bong
#E58700	0.473418394471026	0.0895348234195924	2	Bong	Bong
#E58700	0.478734715576821	0.0905720064305347	2	Bong	Bong
#E58700	0.484051036682616	0.0910905979360058	2	Bong	Bong
#E58700	0.48936735778841	0.0910905979360058	2	Bong	Bong
#E58700	0.494683678894205	0.0910905979360058	2	Bong	Bong
#E58700	0.505316321105795	0.0936835554633615	2	Bong	Bong
#E58700	0.51063264221159	0.0993880620235441	2	Bong	Bong
#E58700	0.515948963317384	0.100943836539957	2	Bong	Bong
#E58700	0.521265284423179	0.100943836539957	2	Bong	Bong
#E58700	0.526581605528974	0.103018202561842	2	Bong	Bong
#E58700	0.531897926634769	0.10664834310014	2	Bong	Bong
#E58700	0.537214247740563	0.107166934605611	2	Bong	Bong
#E58700	0.542530568846358	0.109241300627496	2	Bong	Bong
#E58700	0.558479532163743	0.112352849660323	2	Bong	Bong
#E58700	0.563795853269538	0.126354820308043	2	Bong	Bong
#E58700	0.574428495481127	0.132059326868226	2	Bong	Bong
#E58700	0.585061137692717	0.137763833428408	2	Bong	Bong
#E58700	0.590377458798511	0.139838199450293	2	Bong	Bong
#E58700	0.595693779904306	0.140875382461235	2	Bong	Bong
#E58700	0.601010101010101	0.140875382461235	2	Bong	Bong
#E58700	0.611642743221691	0.149691438054245	2	Bong	Bong
#E58700	0.616959064327485	0.151765804076129	2	Bong	Bong
#E58700	0.627591706539075	0.157988902141783	2	Bong	Bong
#E58700	0.638224348750665	0.162656225691023	2	Bong	Bong
#E58700	0.648856990962254	0.174583830316859	2	Bong	Bong
#E58700	0.728601807549176	0.128429186329928	2	Bong	Bong
#E58700	0.733918128654971	0.128429186329928	2	Bong	Bong
#E58700	0.739234449760766	0.128947777835399	2	Bong	Bong
#E58700	0.74455077086656	0.128947777835399	2	Bong	Bong
#E58700	0.760499734183945	0.128429186329928	2	Bong	Bong
#E58700	0.76581605528974	0.128429186329928	2	Bong	Bong
#E58700	0.771132376395534	0.123243271275217	2	Bong	Bong
#E58700	0.776448697501329	0.123243271275217	2	Bong	Bong
#E58700	0.787081339712919	0.123243271275217	2	Bong	Bong
#E58700	0.797713981924508	0.0620494736296219	2	Bong	Bong
#E58700	0.818979266347687	0.135170875901053	2	Bong	Bong
#E58700	0.850877192982456	0.135170875901053	2	Bong	Bong
#E58700	0.856193514088251	0.135170875901053	2	Bong	Bong
#E58700	0.87745879851143	0.135170875901053	2	Bong	Bong
#E58700	0.882775119617225	0.135170875901053	2	Bong	Bong
#E58700	0.88809144072302	0.135170875901053	2	Bong	Bong
#E58700	0.898724082934609	0.134652284395582	2	Bong	Bong
#E58700	0.904040404040404	0.135170875901053	2	Bong	Bong
#E58700	0.914673046251994	0.135170875901053	2	Bong	Bong
#E58700	0.919989367357788	0.135170875901053	2	Bong	Bong
#E58700	0.925305688463583	0.248223824093761	2	Bong	Bong
#E58700	0.930622009569378	0.248223824093761	2	Bong	Bong
#E58700	0.935938330675173	0.248223824093761	2	Bong	Bong
#E58700	0.941254651780968	0.248223824093761	2	Bong	Bong
#E58700	0.946570972886762	0.248223824093761	2	Bong	Bong
#E58700	0.951887293992557	0.248223824093761	2	Bong	Bong
#C99800	0.250132908027645	0.0454545454545455	3	Gbarpolu	Gbarpolu
#C99800	0.260765550239234	0.0454545454545455	3	Gbarpolu	Gbarpolu
#C99800	0.436204146730463	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.457469431153642	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.462785752259436	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.468102073365231	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.473418394471026	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.478734715576821	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.484051036682616	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.48936735778841	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.494683678894205	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.505316321105795	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.51063264221159	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.515948963317384	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.521265284423179	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.526581605528974	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.531897926634769	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.537214247740563	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.542530568846358	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.558479532163743	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.563795853269538	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.574428495481127	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.585061137692717	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.590377458798511	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.595693779904306	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.601010101010101	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.611642743221691	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.616959064327485	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.627591706539075	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.638224348750665	0.0459731369600166	3	Gbarpolu	Gbarpolu
#C99800	0.648856990962254	0.0464917284654877	3	Gbarpolu	Gbarpolu
#C99800	0.728601807549176	0.0485660944873723	3	Gbarpolu	Gbarpolu
#C99800	0.733918128654971	0.0485660944873723	3	Gbarpolu	Gbarpolu
#C99800	0.739234449760766	0.0485660944873723	3	Gbarpolu	Gbarpolu
#C99800	0.74455077086656	0.0485660944873723	3	Gbarpolu	Gbarpolu
#C99800	0.760499734183945	0.0485660944873723	3	Gbarpolu	Gbarpolu
#C99800	0.76581605528974	0.0485660944873723	3	Gbarpolu	Gbarpolu
#C99800	0.771132376395534	0.0485660944873723	3	Gbarpolu	Gbarpolu
#C99800	0.776448697501329	0.0485660944873723	3	Gbarpolu	Gbarpolu
#C99800	0.787081339712919	0.0485660944873723	3	Gbarpolu	Gbarpolu
#C99800	0.797713981924508	0.0464917284654877	3	Gbarpolu	Gbarpolu
#C99800	0.818979266347687	0.0490846859928434	3	Gbarpolu	Gbarpolu
#C99800	0.850877192982456	0.0501218690037857	3	Gbarpolu	Gbarpolu
#C99800	0.856193514088251	0.0501218690037857	3	Gbarpolu	Gbarpolu
#C99800	0.87745879851143	0.0506404605092569	3	Gbarpolu	Gbarpolu
#C99800	0.882775119617225	0.0506404605092569	3	Gbarpolu	Gbarpolu
#C99800	0.88809144072302	0.0506404605092569	3	Gbarpolu	Gbarpolu
#C99800	0.898724082934609	0.0506404605092569	3	Gbarpolu	Gbarpolu
#C99800	0.904040404040404	0.0506404605092569	3	Gbarpolu	Gbarpolu
#C99800	0.914673046251994	0.0506404605092569	3	Gbarpolu	Gbarpolu
#C99800	0.919989367357788	0.0506404605092569	3	Gbarpolu	Gbarpolu
#C99800	0.925305688463583	0.058419333091324	3	Gbarpolu	Gbarpolu
#C99800	0.930622009569378	0.058419333091324	3	Gbarpolu	Gbarpolu
#C99800	0.935938330675173	0.058419333091324	3	Gbarpolu	Gbarpolu
#C99800	0.941254651780968	0.058419333091324	3	Gbarpolu	Gbarpolu
#C99800	0.946570972886762	0.058419333091324	3	Gbarpolu	Gbarpolu
#C99800	0.951887293992557	0.058419333091324	3	Gbarpolu	Gbarpolu
#A3A500	0.250132908027645	0.0454545454545455	4	Grand Bassa	Grand Bassa
#A3A500	0.260765550239234	0.0454545454545455	4	Grand Bassa	Grand Bassa
#A3A500	0.351143009037746	0.0490846859928434	4	Grand Bassa	Grand Bassa
#A3A500	0.36709197235513	0.0496032774983146	4	Grand Bassa	Grand Bassa
#A3A500	0.37772461456672	0.0496032774983146	4	Grand Bassa	Grand Bassa
#A3A500	0.383040935672515	0.0496032774983146	4	Grand Bassa	Grand Bassa
#A3A500	0.393673577884104	0.0496032774983146	4	Grand Bassa	Grand Bassa
#A3A500	0.420255183413078	0.0496032774983146	4	Grand Bassa	Grand Bassa
#A3A500	0.436204146730463	0.054789192553026	4	Grand Bassa	Grand Bassa
#A3A500	0.457469431153642	0.054789192553026	4	Grand Bassa	Grand Bassa
#A3A500	0.462785752259436	0.0563449670694394	4	Grand Bassa	Grand Bassa
#A3A500	0.468102073365231	0.0563449670694394	4	Grand Bassa	Grand Bassa
#A3A500	0.473418394471026	0.0563449670694394	4	Grand Bassa	Grand Bassa
#A3A500	0.478734715576821	0.0563449670694394	4	Grand Bassa	Grand Bassa
#A3A500	0.484051036682616	0.0563449670694394	4	Grand Bassa	Grand Bassa
#A3A500	0.48936735778841	0.0563449670694394	4	Grand Bassa	Grand Bassa
#A3A500	0.494683678894205	0.0563449670694394	4	Grand Bassa	Grand Bassa
#A3A500	0.505316321105795	0.0563449670694394	4	Grand Bassa	Grand Bassa
#A3A500	0.51063264221159	0.0563449670694394	4	Grand Bassa	Grand Bassa
#A3A500	0.515948963317384	0.0563449670694394	4	Grand Bassa	Grand Bassa
#A3A500	0.521265284423179	0.0563449670694394	4	Grand Bassa	Grand Bassa
#A3A500	0.526581605528974	0.0553077840584971	4	Grand Bassa	Grand Bassa
#A3A500	0.531897926634769	0.0553077840584971	4	Grand Bassa	Grand Bassa
#A3A500	0.537214247740563	0.0594565161022662	4	Grand Bassa	Grand Bassa
#A3A500	0.542530568846358	0.0599751076077374	4	Grand Bassa	Grand Bassa
#A3A500	0.558479532163743	0.0599751076077374	4	Grand Bassa	Grand Bassa
#A3A500	0.563795853269538	0.0604936991132085	4	Grand Bassa	Grand Bassa
#A3A500	0.574428495481127	0.0604936991132085	4	Grand Bassa	Grand Bassa
#A3A500	0.585061137692717	0.0615308821241508	4	Grand Bassa	Grand Bassa
#A3A500	0.590377458798511	0.0615308821241508	4	Grand Bassa	Grand Bassa
#A3A500	0.595693779904306	0.0615308821241508	4	Grand Bassa	Grand Bassa
#A3A500	0.601010101010101	0.0615308821241508	4	Grand Bassa	Grand Bassa
#A3A500	0.611642743221691	0.0630866566405642	4	Grand Bassa	Grand Bassa
#A3A500	0.616959064327485	0.0651610226624488	4	Grand Bassa	Grand Bassa
#A3A500	0.627591706539075	0.0651610226624488	4	Grand Bassa	Grand Bassa
#A3A500	0.638224348750665	0.0651610226624488	4	Grand Bassa	Grand Bassa
#A3A500	0.648856990962254	0.0656796141679199	4	Grand Bassa	Grand Bassa
#A3A500	0.728601807549176	0.0641238396515065	4	Grand Bassa	Grand Bassa
#A3A500	0.733918128654971	0.0641238396515065	4	Grand Bassa	Grand Bassa
#A3A500	0.739234449760766	0.0641238396515065	4	Grand Bassa	Grand Bassa
#A3A500	0.74455077086656	0.0630866566405642	4	Grand Bassa	Grand Bassa
#A3A500	0.760499734183945	0.0651610226624488	4	Grand Bassa	Grand Bassa
#A3A500	0.76581605528974	0.0656796141679199	4	Grand Bassa	Grand Bassa
#A3A500	0.771132376395534	0.0656796141679199	4	Grand Bassa	Grand Bassa
#A3A500	0.776448697501329	0.0656796141679199	4	Grand Bassa	Grand Bassa
#A3A500	0.787081339712919	0.0656796141679199	4	Grand Bassa	Grand Bassa
#A3A500	0.797713981924508	0.0802001763211119	4	Grand Bassa	Grand Bassa
#A3A500	0.818979266347687	0.0682725716952756	4	Grand Bassa	Grand Bassa
#A3A500	0.850877192982456	0.0677539801898045	4	Grand Bassa	Grand Bassa
#A3A500	0.856193514088251	0.0677539801898045	4	Grand Bassa	Grand Bassa
#A3A500	0.87745879851143	0.0656796141679199	4	Grand Bassa	Grand Bassa
#A3A500	0.882775119617225	0.0656796141679199	4	Grand Bassa	Grand Bassa
#A3A500	0.88809144072302	0.0672353886843333	4	Grand Bassa	Grand Bassa
#A3A500	0.898724082934609	0.0656796141679199	4	Grand Bassa	Grand Bassa
#A3A500	0.904040404040404	0.0656796141679199	4	Grand Bassa	Grand Bassa
#A3A500	0.914673046251994	0.0661982056733911	4	Grand Bassa	Grand Bassa
#A3A500	0.919989367357788	0.0661982056733911	4	Grand Bassa	Grand Bassa
#A3A500	0.925305688463583	0.0677539801898045	4	Grand Bassa	Grand Bassa
#A3A500	0.930622009569378	0.0682725716952756	4	Grand Bassa	Grand Bassa
#A3A500	0.935938330675173	0.0672353886843333	4	Grand Bassa	Grand Bassa
#A3A500	0.941254651780968	0.0677539801898045	4	Grand Bassa	Grand Bassa
#A3A500	0.946570972886762	0.0661982056733911	4	Grand Bassa	Grand Bassa
#A3A500	0.951887293992557	0.0667167971788622	4	Grand Bassa	Grand Bassa
#6BB100	0.250132908027645	0.0454545454545455	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.260765550239234	0.0454545454545455	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.36709197235513	0.0459731369600166	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.37772461456672	0.0459731369600166	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.383040935672515	0.0459731369600166	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.393673577884104	0.0459731369600166	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.420255183413078	0.0459731369600166	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.436204146730463	0.0459731369600166	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.457469431153642	0.0464917284654877	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.462785752259436	0.0464917284654877	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.468102073365231	0.0464917284654877	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.473418394471026	0.0470103199709589	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.478734715576821	0.0470103199709589	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.484051036682616	0.04752891147643	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.48936735778841	0.04752891147643	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.494683678894205	0.0480475029819012	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.505316321105795	0.0480475029819012	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.51063264221159	0.0480475029819012	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.515948963317384	0.0485660944873723	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.521265284423179	0.0485660944873723	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.526581605528974	0.0485660944873723	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.531897926634769	0.0485660944873723	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.537214247740563	0.0485660944873723	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.542530568846358	0.0485660944873723	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.558479532163743	0.0485660944873723	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.563795853269538	0.0485660944873723	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.574428495481127	0.0485660944873723	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.585061137692717	0.0485660944873723	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.590377458798511	0.0485660944873723	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.595693779904306	0.0485660944873723	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.601010101010101	0.0485660944873723	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.611642743221691	0.0485660944873723	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.616959064327485	0.0485660944873723	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.627591706539075	0.0485660944873723	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.638224348750665	0.0496032774983146	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.648856990962254	0.0501218690037857	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.728601807549176	0.0599751076077374	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.733918128654971	0.0599751076077374	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.739234449760766	0.0599751076077374	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.74455077086656	0.0599751076077374	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.760499734183945	0.0589379245967951	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.76581605528974	0.058419333091324	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.771132376395534	0.0599751076077374	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.776448697501329	0.0599751076077374	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.787081339712919	0.0599751076077374	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.797713981924508	0.0563449670694394	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.818979266347687	0.0667167971788622	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.850877192982456	0.0672353886843333	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.856193514088251	0.0672353886843333	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.87745879851143	0.0651610226624488	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.882775119617225	0.0651610226624488	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.88809144072302	0.0651610226624488	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.898724082934609	0.0693097547062179	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.904040404040404	0.0687911632007468	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.914673046251994	0.0687911632007468	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.919989367357788	0.0687911632007468	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.925305688463583	0.0687911632007468	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.930622009569378	0.0687911632007468	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.935938330675173	0.0687911632007468	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.941254651780968	0.0687911632007468	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.946570972886762	0.0687911632007468	5	Grand Cape Mount	Grand Cape Mount
#6BB100	0.951887293992557	0.0687911632007468	5	Grand Cape Mount	Grand Cape Mount
#00BA38	0.250132908027645	0.0459731369600166	6	Grand Gedeh	Grand Gedeh
#00BA38	0.260765550239234	0.0459731369600166	6	Grand Gedeh	Grand Gedeh
#00BA38	0.36709197235513	0.0459731369600166	6	Grand Gedeh	Grand Gedeh
#00BA38	0.37772461456672	0.0459731369600166	6	Grand Gedeh	Grand Gedeh
#00BA38	0.383040935672515	0.0459731369600166	6	Grand Gedeh	Grand Gedeh
#00BA38	0.393673577884104	0.0459731369600166	6	Grand Gedeh	Grand Gedeh
#00BA38	0.420255183413078	0.0464917284654877	6	Grand Gedeh	Grand Gedeh
#00BA38	0.436204146730463	0.0470103199709589	6	Grand Gedeh	Grand Gedeh
#00BA38	0.457469431153642	0.0470103199709589	6	Grand Gedeh	Grand Gedeh
#00BA38	0.462785752259436	0.0470103199709589	6	Grand Gedeh	Grand Gedeh
#00BA38	0.468102073365231	0.0470103199709589	6	Grand Gedeh	Grand Gedeh
#00BA38	0.473418394471026	0.0470103199709589	6	Grand Gedeh	Grand Gedeh
#00BA38	0.478734715576821	0.0470103199709589	6	Grand Gedeh	Grand Gedeh
#00BA38	0.484051036682616	0.0470103199709589	6	Grand Gedeh	Grand Gedeh
#00BA38	0.48936735778841	0.0470103199709589	6	Grand Gedeh	Grand Gedeh
#00BA38	0.494683678894205	0.0470103199709589	6	Grand Gedeh	Grand Gedeh
#00BA38	0.505316321105795	0.0470103199709589	6	Grand Gedeh	Grand Gedeh
#00BA38	0.51063264221159	0.0470103199709589	6	Grand Gedeh	Grand Gedeh
#00BA38	0.515948963317384	0.0470103199709589	6	Grand Gedeh	Grand Gedeh
#00BA38	0.521265284423179	0.0470103199709589	6	Grand Gedeh	Grand Gedeh
#00BA38	0.526581605528974	0.0470103199709589	6	Grand Gedeh	Grand Gedeh
#00BA38	0.531897926634769	0.0470103199709589	6	Grand Gedeh	Grand Gedeh
#00BA38	0.537214247740563	0.0470103199709589	6	Grand Gedeh	Grand Gedeh
#00BA38	0.542530568846358	0.0470103199709589	6	Grand Gedeh	Grand Gedeh
#00BA38	0.558479532163743	0.0470103199709589	6	Grand Gedeh	Grand Gedeh
#00BA38	0.563795853269538	0.0470103199709589	6	Grand Gedeh	Grand Gedeh
#00BA38	0.574428495481127	0.0470103199709589	6	Grand Gedeh	Grand Gedeh
#00BA38	0.585061137692717	0.0470103199709589	6	Grand Gedeh	Grand Gedeh
#00BA38	0.590377458798511	0.0470103199709589	6	Grand Gedeh	Grand Gedeh
#00BA38	0.595693779904306	0.0470103199709589	6	Grand Gedeh	Grand Gedeh
