fill	x	y	group
#FBB580	0.172446238897241	0.51013185155737	1
#FBB580	0.172091587335338	0.510679636245772	1
#FBB580	0.168349022075876	0.512279687170014	1
#FBB580	0.163480823593042	0.515163676116069	1
#FBB580	0.158489268044502	0.518121280395307	1
#FBB580	0.149435740549597	0.522715743266953	1
#FBB580	0.149239690928401	0.522800184384985	1
#FBB580	0.144527891583991	0.524863578879598	1
#FBB580	0.141338230313117	0.525617053469079	1
#FBB580	0.141494629451541	0.52735783959004	1
#FBB580	0.140080428805289	0.529050992259561	1
#FBB580	0.139529727618984	0.532036743578142	1
#FBB580	0.136042687712891	0.538395809296469	1
#FBB580	0.135897302598707	0.538657793276235	1
#FBB580	0.135950169911207	0.539504369610996	1
#FBB580	0.137776295046046	0.541041630986902	1
#FBB580	0.138474584148819	0.542217311164964	1
#FBB580	0.139514307986973	0.548084886273575	1
#FBB580	0.144554325240241	0.555004727619602	1
#FBB580	0.155854713570911	0.570518076570655	1
#FBB580	0.160562107307549	0.573518983987708	1
#FBB580	0.159484935788906	0.584976994125118	1
#FBB580	0.158447414753035	0.596010633517924	1
#FBB580	0.160002594902494	0.609521212366675	1
#FBB580	0.167082409349297	0.61338601737456	1
#FBB580	0.181418262617906	0.609018895973688	1
#FBB580	0.200529796567665	0.597482940187895	1
#FBB580	0.214947153610513	0.580016619743579	1
#FBB580	0.222659173017862	0.576060878149589	1
#FBB580	0.25753177490672	0.590233994998567	1
#FBB580	0.262897807260152	0.585620045714825	1
#FBB580	0.269312374673694	0.586328052010466	1
#FBB580	0.270453427529077	0.583480870731004	1
#FBB580	0.270938044573154	0.582318181493814	1
#FBB580	0.268933492257824	0.579356246899376	1
#FBB580	0.253509453446333	0.575731774304713	1
#FBB580	0.25283759799981	0.568809767802662	1
#FBB580	0.249150102858338	0.565185295207998	1
#FBB580	0.251496089912253	0.560900449767557	1
#FBB580	0.246008903295398	0.550397273807083	1
#FBB580	0.245125578592462	0.548706286295161	1
#FBB580	0.240976347131954	0.54160743400251	1
#FBB580	0.236072051097557	0.533216754069828	1
#FBB580	0.238085414634842	0.523657586504593	1
#FBB580	0.245394720174795	0.516729427334154	1
#FBB580	0.247473768448661	0.514758791781984	1
#FBB580	0.246467086683224	0.509815738654941	1
#FBB580	0.241438083454195	0.507509846592657	1
#FBB580	0.23238455595929	0.507509846592657	1
#FBB580	0.219978359645032	0.514100584093806	1
#FBB580	0.215746771733721	0.517991370983436	1
#FBB580	0.20958332406257	0.523657586504593	1
#FBB580	0.206230655243217	0.524317959348795	1
#FBB580	0.201536478336307	0.518056325689371	1
#FBB580	0.199860143926631	0.513442376407204	1
#FBB580	0.194494111573198	0.507838950435958	1
#FBB580	0.195165967019721	0.502895897308914	1
#FBB580	0.200194970245545	0.502564628308013	1
#FBB580	0.202206130977341	0.495315683118686	1
#FBB580	0.205558799796694	0.492678522055501	1
#FBB580	0.196406146090049	0.487964975556831	1
#FBB580	0.195536038216841	0.490084664128557	1
#FBB580	0.192767112653305	0.492745641917461	1
#FBB580	0.191645885037706	0.493823890038195	1
#FBB580	0.187962795507211	0.498855714595318	1
#FBB580	0.180136230256111	0.504543581684596	1
#FBB580	0.172446238897241	0.51013185155737	1
#F7A171	0.286320230096383	0.570184642412154	2
#F7A171	0.286093341207959	0.570165156000059	2
#F7A171	0.284203334736381	0.570803877276141	2
#F7A171	0.282207593639801	0.57199254839665	2
#F7A171	0.280687658368548	0.570879657766924	2
#F7A171	0.278755798608708	0.570165156000059	2
#F7A171	0.276418622773543	0.569249294645739	2
#F7A171	0.27367172526169	0.568530462566825	2
#F7A171	0.271314724183535	0.570266918374161	2
#F7A171	0.272206860105221	0.57377880281145	2
#F7A171	0.27335452137707	0.576939931837318	2
#F7A171	0.273187108217613	0.579042299154547	2
#F7A171	0.271490948564948	0.580984444862962	2
#F7A171	0.270938044573154	0.582318181493814	2
#F7A171	0.270453427529077	0.583480870731004	2
#F7A171	0.269312374673694	0.586328052010466	2
#F7A171	0.269200031632227	0.587172463189202	2
#F7A171	0.269508424294891	0.587230922423914	2
#F7A171	0.270158251696141	0.588939231191907	2
#F7A171	0.271416053203969	0.591251618725414	2
#F7A171	0.272869904332994	0.594414912907306	2
#F7A171	0.282335356316486	0.605320808045841	2
#F7A171	0.299717688544067	0.610770507879496	2
#F7A171	0.300376327160862	0.611225190821044	2
#F7A171	0.301592275380429	0.612283952528107	2
#F7A171	0.303008678828964	0.613996591609724	2
#F7A171	0.304627740315162	0.61570923069134	2
#F7A171	0.306224773756088	0.618316079559157	2
#F7A171	0.306290857898316	0.618424337402908	2
#F7A171	0.307138937723046	0.621135113799276	2
#F7A171	0.307323973323209	0.621767339604134	2
#F7A171	0.307885688530547	0.623694329215653	2
#F7A171	0.309035552607886	0.627007019221512	2
#F7A171	0.309630309887941	0.629414673657898	2
#F7A171	0.310326396185225	0.631672932270318	2
#F7A171	0.311233951742128	0.633281643821807	2
#F7A171	0.313520463063871	0.634398864765157	2
#F7A171	0.316163828756212	0.635617848081034	2
#F7A171	0.316666068237789	0.636722078083513	2
#F7A171	0.317214566618605	0.638378423086442	2
#F7A171	0.31858691397339	0.639188191754611	2
#F7A171	0.32047251483399	0.639250981302946	2
#F7A171	0.322507906416548	0.640065080284739	2
#F7A171	0.324488227881116	0.641130337463026	2
#F7A171	0.325704176097477	0.642189099171664	2
#F7A171	0.327380510507153	0.643200227428863	2
#F7A171	0.328444465199274	0.644310952900989	2
#F7A171	0.330722165302267	0.646779231729687	2
#F7A171	0.332753151277053	0.648043683339404	2
#F7A171	0.336319492155102	0.648816644340981	2
#F7A171	0.33866988481679	0.648180088222498	2
#F7A171	0.340203036917771	0.647439604573889	2
#F7A171	0.342247239719078	0.646900480512734	2
#F7A171	0.343932385347505	0.646811709082654	2
#F7A171	0.345767321697888	0.64692213208243	2
#F7A171	0.347042745646422	0.64682903033715	2
#F7A171	0.348628765059904	0.646038748081077	2
#F7A171	0.349452614033872	0.64484141633332	2
#F7A171	0.348595722990392	0.643533661585788	2
#F7A171	0.347677153412456	0.642550680367933	2
#F7A171	0.350490135069743	0.642795343094778	2
#F7A171	0.34917726344072	0.640383358344768	2
#F7A171	0.348115511554088	0.638174898341387	2
#F7A171	0.347826944134413	0.635169660609135	2
#F7A171	0.349368907454144	0.633021824998066	2
#F7A171	0.349382124283871	0.630718098091806	2
#F7A171	0.349761006699742	0.626612960672275	2
#F7A171	0.350939507235614	0.625666787121012	2
#F7A171	0.351179612953766	0.625060543199472	2
#F7A171	0.35176776182056	0.623566584961382	2
#F7A171	0.353400040133281	0.623926001001627	2
#F7A171	0.357620614023558	0.626649768338867	2
#F7A171	0.358519358358505	0.630510243033128	2
#F7A171	0.363506508296067	0.633238340683992	2
#F7A171	0.365850292541289	0.634201835489751	2
#F7A171	0.369004708933957	0.636169963081486	2
#F7A171	0.372053390698418	0.638839601499214	2
#F7A171	0.37505581356364	0.640805563933348	2
#F7A171	0.377956907411633	0.642271375132095	2
#F7A171	0.381269925745008	0.643438394682909	2
#F7A171	0.38580550071121	0.644811104136377	2
#F7A171	0.387142603190995	0.643213218369735	2
#F7A171	0.387757185714039	0.642715232290371	2
#F7A171	0.390460027132142	0.643178575859167	2
#F7A171	0.392750944064863	0.644391063705396	2
#F7A171	0.394482348595734	0.645449825412459	2
#F7A171	0.395292980739975	0.646956774591422	2
#F7A171	0.395793017416063	0.64866291820339	2
#F7A171	0.396859174913673	0.650120068774889	2
#F7A171	0.39971621266471	0.650382052754655	2
#F7A171	0.401808877170746	0.650440511990942	2
#F7A171	0.403130560015313	0.651899827718465	2
#F7A171	0.403886122041565	0.653705568545361	2
#F7A171	0.405207804889338	0.65516488427446	2
#F7A171	0.408419494205484	0.655978983256253	2
#F7A171	0.411120132821303	0.657143837649467	2
#F7A171	0.413463917066525	0.658254563123168	2
#F7A171	0.414741543817342	0.659166094163864	2
#F7A171	0.415651302176528	0.659817806380818	2
#F7A171	0.416309940793323	0.660872237774257	2
#F7A171	0.417232915982237	0.660424050302358	2
#F7A171	0.417799036800553	0.65947571159507	2
#F7A171	0.418770473694195	0.658878128300779	2
#F7A171	0.420252961284959	0.65858366696647	2
#F7A171	0.420413766031155	0.657130846708595	2
#F7A171	0.42098208965496	0.655732155373383	2
#F7A171	0.422259716405777	0.65558708986304	2
#F7A171	0.423942659228715	0.655792779765694	2
#F7A171	0.42557714035013	0.65590103760787	2
#F7A171	0.427566273033448	0.656260453648114	2
#F7A171	0.429760266556713	0.656669668295823	2
#F7A171	0.431137019522475	0.657024754022444	2
#F7A171	0.432059994708184	0.65632757351165	2
#F7A171	0.432881640876664	0.655279637587859	2
#F7A171	0.434053532999274	0.655784119136871	2
#F7A171	0.434965494163949	0.657191471100906	2
#F7A171	0.436441373341452	0.658198269044481	2
#F7A171	0.438886486607107	0.659560152713101	2
#F7A171	0.440926283800643	0.660320122773806	2
#F7A171	0.44266429674157	0.659926064222994	2
#F7A171	0.444400106880213	0.66003215691072	2
#F7A171	0.446902493069347	0.659893586870026	2
#F7A171	0.449451138154515	0.660653556930731	2
#F7A171	0.449752922403918	0.661290113049214	2
#F7A171	0.450211105791744	0.662260103326197	2
#F7A171	0.449334389505275	0.664009550074405	2
#F7A171	0.449684635459406	0.665914888116229	2
#F7A171	0.450951248185984	0.668023750904682	2
#F7A171	0.450737576124082	0.669926923790481	2
#F7A171	0.450728764905332	0.671979492500246	2
#F7A171	0.451182542682181	0.673484276523185	2
