fill	x	y	group
#FCBA83	0.318648592507846	0.941444090345987	8
#FCBA83	0.32012006607437	0.941485228324627	8
#FCBA83	0.320930698218611	0.940586688226379	8
#FCBA83	0.323023362724647	0.94281463464343	8
#FCBA83	0.323580672327419	0.942613275052825	8
#FCBA83	0.323679798539159	0.941719065266625	8
#FCBA83	0.323215006738071	0.940080041518192	8
#FCBA83	0.323567455497691	0.939380695852949	8
#FCBA83	0.326085261318836	0.939200987832039	8
#FCBA83	0.327303412340686	0.93910355577156	8
#FCBA83	0.329369643190472	0.941690918227281	8
#FCBA83	0.33013181363319	0.941835983739199	8
#FCBA83	0.331561433911453	0.943221684133539	8
#FCBA83	0.336453863245048	0.946081856355449	8
#FCBA83	0.338083938755485	0.94652138319695	8
#FCBA83	0.338601597869073	0.948459198593317	8
#FCBA83	0.339315306607063	0.949052451573984	8
#FCBA83	0.341949861080654	0.947497868943582	8
#FCBA83	0.342767101638155	0.948190719142327	8
#FCBA83	0.343681265608319	0.9480846264546	8
#FCBA83	0.346478827630389	0.948818614631986	8
#FCBA83	0.34754278232251	0.94826433447551	8
#FCBA83	0.348368834101968	0.948149581160536	8
#FCBA83	0.350133280699145	0.947904918436841	8
#FCBA83	0.351957203028495	0.946651292608821	8
#FCBA83	0.353483746716215	0.94724021527744	8
#FCBA83	0.355008087598445	0.947231554650191	8
#FCBA83	0.356325364832035	0.94648024521831	8
#FCBA83	0.35687606601834	0.944934323215156	8
#FCBA83	0.359719886942855	0.944622540624775	8
#FCBA83	0.362046048750576	0.942420576092618	8
#FCBA83	0.362550491037642	0.941872791405791	8
#FCBA83	0.36269807895411	0.941076013676919	8
#FCBA83	0.361653949508184	0.935909949392725	8
#FCBA83	0.360321252636172	0.933679837821225	8
#FCBA83	0.35999083192503	0.931880592463977	8
#FCBA83	0.359274920384757	0.928015787459243	8
#FCBA83	0.359420305498941	0.92677298741607	8
#FCBA83	0.360332266660411	0.926270671023083	8
#FCBA83	0.361957936563076	0.926212211786796	8
#FCBA83	0.365830467301505	0.928279936595033	8
#FCBA83	0.367863656078574	0.928468305243191	8
#FCBA83	0.369033345395696	0.928957630693731	8
#FCBA83	0.370518035795154	0.930739554796483	8
#FCBA83	0.371280206234666	0.930785023090322	8
#FCBA83	0.372648147981679	0.930230742933847	8
#FCBA83	0.374130635572442	0.930224247461048	8
#FCBA83	0.374425811408584	0.930222082306599	8
#FCBA83	0.375240849163803	0.93061614085426	8
#FCBA83	0.376774001264783	0.931949877485112	8
#FCBA83	0.378597923590928	0.934171328429364	8
#FCBA83	0.379434989394624	0.935188952157787	8
#FCBA83	0.379946040094951	0.935810352177798	8
#FCBA83	0.381930767167292	0.936394944531217	8
#FCBA83	0.386116096179363	0.939753102834066	8
#FCBA83	0.387285785499691	0.939945801794272	8
#FCBA83	0.388565615055997	0.941528531464018	8
#FCBA83	0.391876430583883	0.94290340607351	8
#FCBA83	0.397011168441119	0.943371079957506	8
#FCBA83	0.397775938190787	0.942895589857568	8
#FCBA83	0.398630229927317	0.942366447171531	8
#FCBA83	0.399443064877046	0.942359951698732	8
#FCBA83	0.401529120966615	0.942598118955929	8
#FCBA83	0.40330898719901	0.943332107133314	8
#FCBA83	0.405192385257327	0.943470677172433	8
#FCBA83	0.40744365170407	0.94107168336487	8
#FCBA83	0.40786659021369	0.940619165577771	8
#FCBA83	0.408276311896788	0.940766396247289	8
#FCBA83	0.409406350731138	0.942799478543383	8
#FCBA83	0.409970268743965	0.943241170545635	8
#FCBA83	0.410985761731358	0.943635229093296	8
#FCBA83	0.417237321590009	0.943895047920189	8
#FCBA83	0.419228657078816	0.945174655626802	8
#FCBA83	0.419486385234469	0.946019066803963	8
#FCBA83	0.419136139280338	0.946766045923796	8
#FCBA83	0.418224178115663	0.947121131650416	8
#FCBA83	0.418182324827401	0.948563126123444	8
#FCBA83	0.417369489877672	0.948567456435492	8
#FCBA83	0.417219699152509	0.949015643907392	8
#FCBA83	0.418195541653924	0.950799733167743	8
#FCBA83	0.418757256864468	0.951146158263965	8
#FCBA83	0.419464357185991	0.950494446047011	8
#FCBA83	0.420074534101263	0.950539914344001	8
#FCBA83	0.422171604215071	0.952616299776336	8
