size	colour	x	y	fill
1.144	#E58700	0.513500241316736	0.581643063930982	#E58700
1.288	#00C0AF	0.435089445987428	0.876454395409604	#00C0AF
1.018	#00BCD8	0.306969387842117	0.513589065784732	#00BCD8
1.09	#619CFF	0.257467563148779	0.521685453372068	#619CFF
1.018	#B983FF	0.669293562721241	0.584513910375245	#B983FF
