size	colour	x	y	fill
1.09	#00C0AF	0.435089445987428	0.876454395409604	#00C0AF
1	#00BCD8	0.306969387842117	0.513589065784732	#00BCD8
1	#619CFF	0.257467563148779	0.521685453372068	#619CFF
